distance,velocity,root
1.6,12.1,56.817169189453125
1.6,12.2,56.75262451171875
1.6,12.3,56.69219970703125
1.6,12.4,56.63177490234375
1.6,12.5,56.57135009765625
1.7,7.5,65.13519287109375
1.7,7.6,64.39910888671875
1.7,7.7,63.7701416015625
1.7,7.8,63.21258544921875
1.7,7.9,62.7154541015625
1.7,8,62.2650146484375
1.7,8.1,61.85028076171875
1.7,8.2,61.47125244140625
1.7,8.3,61.11968994140625
1.7,8.4,60.79010009765625
1.7,8.5,60.4852294921875
1.7,8.6,60.19683837890625
1.7,8.7,59.92767333984375
1.7,8.8,59.6722412109375
1.7,8.9,59.4305419921875
1.7,9,59.20257568359375
1.7,9.1,58.985595703125
1.7,9.2,58.77960205078125
1.7,9.3,58.5845947265625
1.7,9.4,58.3978271484375
1.7,9.5,58.21929931640625
1.7,9.6,58.04901123046875
1.7,9.7,57.886962890625
1.7,9.8,57.7276611328125
1.7,9.9,57.579345703125
1.7,10,57.4365234375
1.7,10.1,57.29644775390625
1.7,10.2,57.16461181640625
1.7,10.3,57.0355224609375
1.7,10.4,56.9146728515625
1.7,10.5,56.7938232421875
1.7,10.6,56.678466796875
1.7,10.7,56.569976806640625
1.7,10.8,56.4642333984375
1.7,10.9,56.35986328125
1.7,11,56.260986328125
1.7,11.1,56.16485595703125
1.7,11.2,56.07421875
1.7,11.3,55.98358154296875
1.7,11.4,55.89569091796875
1.7,11.5,55.810546875
1.7,11.6,55.7281494140625
1.7,11.7,55.6512451171875
1.7,11.8,55.5743408203125
1.7,11.9,55.4974365234375
1.7,12,55.426025390625
1.7,12.1,55.355987548828125
1.7,12.2,55.2886962890625
1.7,12.3,55.22003173828125
1.7,12.4,55.1568603515625
1.7,12.5,55.09368896484375
1.8,7.5,64.599609375
1.8,7.6,63.753662109375
1.8,7.7,63.0450439453125
1.8,7.8,62.42431640625
1.8,7.9,61.87774658203125
1.8,8,61.380615234375
1.8,8.1,60.93292236328125
1.8,8.2,60.5181884765625
1.8,8.3,60.13916015625
1.8,8.4,59.7821044921875
1.8,8.5,59.4525146484375
1.8,8.6,59.14215087890625
1.8,8.7,58.85101318359375
1.8,8.8,58.5791015625
1.8,8.9,58.3209228515625
1.8,9,58.07373046875
1.8,9.1,57.843017578125
1.8,9.2,57.623291015625
1.8,9.3,57.41180419921875
1.8,9.4,57.2113037109375
1.8,9.5,57.02178955078125
1.8,9.6,56.839141845703125
1.8,9.7,56.66473388671875
1.8,9.8,56.4971923828125
1.8,9.9,56.337890625
1.8,10,56.18408203125
1.8,10.1,56.0357666015625
1.8,10.2,55.8929443359375
1.8,10.3,55.75836181640625
1.8,10.4,55.6292724609375
1.8,10.5,55.50018310546875
1.8,10.6,55.37933349609375
1.8,10.7,55.26123046875
1.8,10.8,55.14862060546875
